"Home","Away","Age Group","Gender","Field"
"STER FC Elite '01 Blackhawks U17 Boys NCSL","CFC 01B Red U17 Boys NCSL","U17","Boys","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Orange '07 U11 Boys NCSL","BAC Dynamo U11 Boys NCSL","U11","Boys","Potomac Lakes-Paul Hencken Paul Hencken 10"
"STER FC Elite Orange '01 Evergreen U17 Girls NCSL","SYC Pride 01 White U17 Girls NCSL","U17","Girls","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Elite Black '99 U19 Girls NCSL","ASA Blast 99 U19 Girls NCSL","U19","Girls","Potomac Lakes-Paul Hencken Paul Hencken 7"
"STER FC Elite Black '02 Lightning U16 Girls NCSL","FPYC Freedom U16 Girls NCSL","U16","Girls","Potomac Lakes-Paul Hencken Paul Hencken 7"
"STER FC Elite White '01 International U17 Boys NCSL","A3 Spurs U17 Boys NCSL","U17","Boys","Potomac Lakes-Paul Hencken Paul Hencken 7"
"STER FC Elite Orange '01 Evergreen U17 Girls NCSL","CALV Strikers 2001 U17 Girls NCSL","U17","Girls","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Elite Black '02 Lightning U16 Girls NCSL","WBSC Strikers 02G Blue U16 Girls NCSL","U16","Girls","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Elite '01 Blackhawks U17 Boys NCSL","MCLN 2001 Boys White U17 Boys NCSL","U17","Boys","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Elite Black '99 U19 Girls NCSL","SYC Storm 99 Blue U19 Girls NCSL","U19","Girls","Potomac Lakes-Paul Hencken Paul Hencken 6"
"STER FC Orange '07 U11 Boys NCSL","WIN United 07B Orange U11 Boys NCSL","U11","Boys","Potomac Lakes-Paul Hencken Paul Hencken 10"
"STER FC Elite '01 Blackhawks U17 Boys NCSL","CYA 01B Gold U17 Boys NCSL","U17","Boys","Evergreen Sportsplex #1"
"SYA Cardinals '07 Black U11 Boys NCSL","WIN United 07B Orange U11 Boys NCSL","U11","Boys","SYA Complex #4"
"SYA Cardinals '07 Black U11 Boys NCSL","AUSC Boys 07 Thunder U11 Boys NCSL","U11","Boys","SYA Complex #3A"
"SYA Cardinals '06 Black U12 Boys NCSL","CFC 06B Red (Red Stars) U12 Boys NCSL","U12","Boys","SYA Complex #3A"
"SYA Cardinals '06 Black U12 Boys NCSL","VYS 06B White U12 Boys NCSL","U12","Boys","SYA Complex #2"
"SYA Cardinals '06 Black U12 Boys NCSL","DCST White Metros U12 Boys NCSL","U12","Boys","SYA Complex #2"
"SYA Cardinals '07 Black U11 Boys NCSL","BAC Dynamo U11 Boys NCSL","U11","Boys","SYA Complex #2"
"SYA Cardinals '06 Black U12 Boys NCSL","VYS 06B Black U12 Boys NCSL","U12","Boys","SYA Complex #2"
"SYA Cardinals '07 Black U11 Boys NCSL","TAPK Takoma Revolution White U11 Boys NCSL","U11","Boys","SYA Complex #2"
"SYC Pride 04 White U14 Girls NCSL","VSA 04G Pre Academy Select Navy U14 Girls NCSL","U14","Girls","Hayfield High School Practice Turf"
"SYC Pride 08 Black U10 Girls NCSL","TCSC 08 Fusion U10 Girls NCSL","U10","Girls","Hooes Road Park #4A"
"SYC Lions 05 White U13 Boys NCSL","OLNY Rangers Red U13 Boys NCSL","U13","Boys","Hayfield High School Practice Turf"
"SYC Cyclones 99 Blue U19 Boys NCSL","VYS Elite Red U19 Boys NCSL","U19","Boys","Hayfield High School Stadium"
"SYC Pride 01 White U17 Girls NCSL","MRM Rush Nero '01G U17 Girls NCSL","U17","Girls","Rolling Valley West Park #2 - Turf"
"SYC Lions 07 White U11 Boys NCSL","PAC Elite 07 White U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 06 Blue U12 Boys NCSL","TAPK Takoma United Black 06 U12 Boys NCSL","U12","Boys","Hayfield High School Practice Turf #A"
"SYC Lions 03 Orange U15 Boys NCSL","WIN United 03B Blue U15 Boys NCSL","U15","Boys","Rolling Valley West Park #2 - Turf"
"SYC Storm 99 Blue U19 Girls NCSL","VYS Patriots Red U19 Girls NCSL","U19","Girls","Hayfield High School Stadium"
"SYC Lions 07 Orange U11 Boys NCSL","VIST Falcons 07/08 U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Pride 06 Orange U12 Girls NCSL","WIN United 06G Orange U12 Girls NCSL","U12","Girls","Hayfield High School Practice Turf #A"
"SYC Pride 07 Orange U11 Girls NCSL","CFC 07G Red Stars U11 Girls NCSL","U11","Girls","Hayfield High School Practice Turf #B"
"SYC Pride 04 White U14 Girls NCSL","CYA 04G Black U14 Girls NCSL","U14","Girls","Rolling Valley West Park #2 - Turf"
"SYC Pride 00 Blue U18 Girls NCSL","VIST Impact FC U18 Girls NCSL","U18","Girls","Hayfield High School Stadium"
"SYC Lions 04 Orange U14 Boys NCSL","VIST Mambas U14 Boys NCSL","U14","Boys","Rolling Valley West Park #2 - Turf"
"SYC Lions 02 Orange U16 Boys NCSL","VYS Lightning Black U16 Boys NCSL","U16","Boys","Hayfield High School Stadium"
"SYC Pride 01 White U17 Girls NCSL","WYSC Mustangs 01G U17 Girls NCSL","U17","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 05 Orange U13 Boys NCSL","CSA Venom Select 05B U13 Boys NCSL","U13","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 06 Blue U12 Boys NCSL","CALV MD International 2006 U12 Boys NCSL","U12","Boys","Hooes Road Park #3"
"SYC Lions 04 Orange U14 Boys NCSL","ALEX 04 Boys White U14 Boys NCSL","U14","Boys","Hayfield High School Stadium"
"SYC Storm 99 Blue U19 Girls NCSL","ABGC X-Treme U19 Girls NCSL","U19","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 06 Orange U12 Girls NCSL","ARL 06G Black U12 Girls NCSL","U12","Girls","Hayfield High School Practice Turf #B"
"SYC Lions 06 White U12 Boys NCSL","TSC Cruz Azul U12 Boys NCSL","U12","Boys","Hooes Road Park #3"
"SYC Cyclones 99 Blue U19 Boys NCSL","ARL 99B White U19 Boys NCSL","U19","Boys","Hayfield High School Stadium"
"SYC Pride 00 Blue U18 Girls NCSL","ARL 00G White U18 Girls NCSL","U18","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 07 Orange U11 Boys NCSL","VYS 07B White U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Pride 05 Orange U13 Girls NCSL","VYS SPIRIT BLACK U13 Girls NCSL","U13","Girls","Hooes Road Park #3"
"SYC Pride 00 Orange U18 Girls NCSL","VIST Impact FC U18 Girls NCSL","U18","Girls","Hayfield High School Stadium"
"SYC Lions 07 White U11 Boys NCSL","LOUD 07B White U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 02 Orange U16 Boys NCSL","ASA FC Atletico Juvenil 02 U16 Boys NCSL","U16","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 08 Black U10 Boys NCSL","SDor Barca '08 Elite U10 Boys NCSL","U10","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 01 Blue U17 Boys NCSL","VSA 01B Academy Select U17 Boys NCSL","U17","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 03 White U15 Girls NCSL","VIST Impact FC-03 U15 Girls NCSL","U15","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 00 Orange U18 Boys NCSL","FPYC Chaos 00 U18 Boys NCSL","U18","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 05 White U13 Boys NCSL","TSC Monaco U13 Boys NCSL","U13","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 04 Orange U14 Boys NCSL","CYA 04B Black U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 04 White U14 Boys NCSL","FRED FC Frederick '04 Royal II U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 06 Blue U12 Boys NCSL","CALV Ponce Eagles 2006 U12 Boys NCSL","U12","Boys","Hooes Road Park #3"
"SYC Storm 99 Blue U19 Girls NCSL","ASA Blast 99 U19 Girls NCSL","U19","Girls","Hayfield High School Stadium"
"SYC Cyclones 99 Blue U19 Boys NCSL","SDor Barca '99 Elite U19 Boys NCSL","U19","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 06 Orange U12 Girls NCSL","ASC 06 Predators U12 Girls NCSL","U12","Girls","Hayfield High School Practice Turf #B"
"SYC Pride 00 Blue U18 Girls NCSL","CHAN Internationals 00 U18 Girls NCSL","U18","Girls","Hayfield High School Stadium"
"SYC Pride 08 Black U10 Girls NCSL","VIST Shenandoah FC  Elite 08 U10 Girls NCSL","U10","Girls","Hayfield High School Practice Turf #B"
"SYC Lions 02 Orange U16 Boys NCSL","CFC 02B Red U16 Boys NCSL","U16","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 08 Black U10 Boys NCSL","ARL 08B Black U10 Boys NCSL","U10","Boys","Hayfield High School Practice Turf #B"
"SYC Pride 03 White U15 Girls NCSL","CHAN Spirit Red 03 U15 Girls NCSL","U15","Girls","Hayfield High School Stadium"
"SYC Lions 03 Orange U15 Boys NCSL","EPIC 03B Firestorm Blue U15 Boys NCSL","U15","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 07 Orange U11 Girls NCSL","MCLN 2007 Girls Gold U11 Girls NCSL","U11","Girls","Hayfield High School Practice Turf #B"
"SYC Lions 00 Orange U18 Boys NCSL","ABGC AUFC 00 Red U18 Boys NCSL","U18","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 05 Orange U13 Girls NCSL","FRSA ROX 05G Blue U13 Girls NCSL","U13","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 01 Blue U17 Boys NCSL","HERN Zorros FC Red U17 Boys NCSL","U17","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 01 Blue U17 Boys NCSL","LOUD 01B White U17 Boys NCSL","U17","Boys","South Run Field 6"
"SYC Lions 03 Orange U15 Boys NCSL","BRYC Elite Academy U15 Black U15 Boys NCSL","U15","Boys","Hayfield High School Stadium"
"SYC Pride 00 Orange U18 Girls NCSL","MRM Rush '00G U18 Girls NCSL","U18","Girls","South Run Field 6"
"SYC Lions 06 White U12 Boys NCSL","HERN Estudiantes Silver U12 Boys NCSL","U12","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 05 Orange U13 Boys NCSL","RUSH Nero 05B U13 Boys NCSL","U13","Boys","South Run Field 6"
"SYC Pride 01 White U17 Girls NCSL","CALV Strikers 2001 U17 Girls NCSL","U17","Girls","Hayfield High School Stadium"
"SYC Lions 07 White U11 Boys NCSL","LAUR United U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 05 White U13 Boys NCSL","ASA Stampede 05 U13 Boys NCSL","U13","Boys","South Run Field 6"
"SYC Lions 07 Orange U11 Boys NCSL","BETH Pre-Academy II 07 U11 Boys NCSL","U11","Boys","Hayfield High School Practice Turf #B"
"SYC Pride 08 Black U10 Girls NCSL","ABGC AUFC 08 Red (Storm) U10 Girls NCSL","U10","Girls","Hayfield High School Practice Turf #B"
"SYC Pride 05 Orange U13 Girls NCSL","FPYC United 05 U13 Girls NCSL","U13","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 03 White U15 Girls NCSL","LMVS Patriots 2003 Blue U15 Girls NCSL","U15","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 03 Orange U15 Boys NCSL","ASC Elite Gray 03 U15 Boys NCSL","U15","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 03 Orange U15 Boys NCSL","FCVA United Premier 03B U15 Boys NCSL","U15","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 06 Blue U12 Boys NCSL","TAPK Takoma Dreamers Juventus U12 Boys NCSL","U12","Boys","Hooes Road Park #3"
"SYC Pride 03 White U15 Girls NCSL","VIST Freedom FC 03 U15 Girls NCSL","U15","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 08 Black U10 Boys NCSL","FPYC United Blue 08 U10 Boys NCSL","U10","Boys","Hayfield High School Practice Turf #B"
"SYC Lions 07 Orange U11 Boys NCSL","CALV Ponce Eagles 2007 U11 Boys NCSL","U11","Boys","Hooes Road Park #3"
"SYC Lions 02 Orange U16 Boys NCSL","ODFC Cesena '02 Black U16 Boys NCSL","U16","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 08 Black U10 Girls NCSL","ARL 08G Black U10 Girls NCSL","U10","Girls","Hayfield High School Practice Turf #B"
"SYC Storm 99 Blue U19 Girls NCSL","WIN United 99G Orange U19 Girls NCSL","U19","Girls","Hayfield High School Stadium"
"SYC Pride 06 Orange U12 Girls NCSL","VYS 06G White U12 Girls NCSL","U12","Girls","Hayfield High School Practice Turf #B"
"SYC Pride 04 White U14 Girls NCSL","ABGC AUFC  04 Black U14 Girls NCSL","U14","Girls","Loisdale Park Field 1 - Turf"
"SYC Cyclones 99 Blue U19 Boys NCSL","VIST Blackwatch U19 Boys NCSL","U19","Boys","Hayfield High School Stadium"
"SYC Lions 04 Orange U14 Boys NCSL","TCSC 04 Fusion Black U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 04 White U14 Boys NCSL","DCST White Metros U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 00 Blue U18 Girls NCSL","SYC Pride 00 Orange U18 Girls NCSL","U18","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 04 White U14 Girls NCSL","ARL 04G Black U14 Girls NCSL","U14","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 04 White U14 Boys NCSL","MRM Vipers 04b U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 00 Orange U18 Boys NCSL","ASA Wolves 99 (NB9940) U18 Boys NCSL","U18","Boys","Hayfield High School Stadium"
"SYC Pride 00 Orange U18 Girls NCSL","FPYC Blue Flame 00 U18 Girls NCSL","U18","Girls","South Run Field 6"
"SYC Lions 01 Blue U17 Boys NCSL","FPYC Eagles Gold U17 Boys NCSL","U17","Boys","South Run Field 6"
"SYC Lions 07 White U11 Boys NCSL","TSC Benfica U11 Boys NCSL","U11","Boys","Hooes Road Park #3"
"SYC Lions 06 White U12 Boys NCSL","SDor Barca '06 Premier U12 Boys NCSL","U12","Boys","Hooes Road Park #3"
"SYC Pride 04 White U14 Girls NCSL","POT Black 04 U14 Girls NCSL","U14","Girls","South Run Field 6"
"SYC Lions 05 Orange U13 Boys NCSL","PAC Elite 05 White U13 Boys NCSL","U13","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 04 White U14 Boys NCSL","A3 Wimbledon U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 03 White U15 Girls NCSL","A3 Lightning U15 Girls NCSL","U15","Girls","Hayfield High School Stadium"
"SYC Lions 00 Orange U18 Boys NCSL","TAPK Takoma Ambush U18 Boys NCSL","U18","Boys","Loisdale Park Field 1 - Turf"
"SYC Lions 06 White U12 Boys NCSL","CALV CSA 2006 U12 Boys NCSL","U12","Boys","Hooes Road Park #2"
"SYC Lions 07 Orange U11 Boys NCSL","LMVS Patriots 2007 Blue U11 Boys NCSL","U11","Boys","Hooes Road Park #2"
"SYC Lions 04 White U14 Boys NCSL","BAC Venom U14 Boys NCSL","U14","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 01 White U17 Girls NCSL","VYS Freedom Black U17 Girls NCSL","U17","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 00 Orange U18 Girls NCSL","HERN Attack U18 Girls NCSL","U18","Girls","Loisdale Park Field 1 - Turf"
"SYC Lions 08 Black U10 Boys NCSL","ABGC AUFC 08 United U10 Boys NCSL","U10","Boys","Hayfield High School Practice Turf #A"
"SYC Lions 05 White U13 Boys NCSL","CYA 05B Black U13 Boys NCSL","U13","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 07 Orange U11 Girls NCSL","BETH Academy Green 07 U11 Girls NCSL","U11","Girls","Hayfield High School Practice Turf #A"
"SYC Lions 05 Orange U13 Boys NCSL","STAF Revolution 05B White U13 Boys NCSL","U13","Boys","Loisdale Park Field 1 - Turf"
"SYC Pride 05 Orange U13 Girls NCSL","HERN Curve Red U13 Girls NCSL","U13","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 04 White U14 Girls NCSL","CSA Impact 04G U14 Girls NCSL","U14","Girls","Loisdale Park Field 1 - Turf"
"SYC Pride 07 Orange U11 Girls NCSL","STAF Revolution 07G Blue U11 Girls NCSL","U11","Girls","Hooes Road Park #3"
"SYC Pride 04 White U14 Girls NCSL","ODFC Tornadoes U14 Girls NCSL","U14","Girls","Hayfield High School Stadium"
"SYC Cyclones 99 Blue U19 Boys NCSL","LFC Rangers U19 Boys NCSL","U19","Boys","Hayfield High School Stadium"
"TAFC Team America Freedom 2000 U18 Girls NCSL","CHAN Spirit Blue 00 U18 Girls NCSL","U18","Girls","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Bata 2003 U15 Boys NCSL","TAPK Takoma Friends United U15 Boys NCSL","U15","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America All Stars 2003 U15 Boys NCSL","LAUR FC Strikers U15 Boys NCSL","U15","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Freedom 2000 U18 Girls NCSL","CPSA CSC Comets 00G U18 Girls NCSL","U18","Girls","Falls Church HS Stadium"
"TAFC Team America Academy 2005 U13 Boys NCSL","CPSA CSC Comets 05B U13 Boys NCSL","U13","Boys","Falls Church HS Stadium"
"TAFC Team America Academy 2006 U12 Boys NCSL","WIN United 06B Orange U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2002 U16 Boys NCSL","SMS Lightning Premier U16 Boys NCSL","U16","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Academy 2005 U13 Boys NCSL","A3 Southampton U13 Boys NCSL","U13","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 01 U17 Boys NCSL","CFC 01B Red U17 Boys NCSL","U17","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Academy 2006 U12 Boys NCSL","FRED FC Frederick '06 Royal II U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2006 Red U12 Boys NCSL","WSC Diplomats U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2000 U18 Boys NCSL","SCAA United 00B Elite U18 Boys NCSL","U18","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 01 U17 Boys NCSL","PAC Elite 01 Navy U17 Boys NCSL","U17","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 2006 Red U12 Boys NCSL","FSCI Phoenix Orange U12 Boys U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2002 U16 Boys NCSL","FSCI VISA Vasquez Academy 02 U16 Boys NCSL","U16","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 2000 U18 Boys NCSL","ODFC Force U18 Boys NCSL","U18","Boys","Falls Church HS Stadium"
"TAFC Team America Bata 2003 U15 Boys NCSL","TSC Gunners U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2007 white U11 Boys NCSL","SAC United Black U11 Boys NCSL","U11","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2003 U15 Boys NCSL","LMVS Patriots 2003 Blue U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Freedom 2000 U18 Girls NCSL","CYA 00G Purple U18 Girls NCSL","U18","Girls","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Academy 2005 U13 Boys NCSL","ALEX 05 Boys Blue U13 Boys NCSL","U13","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America All Stars 2003 U15 Boys NCSL","PAC Elite 03 Navy U15 Boys NCSL","U15","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 2000 U18 Boys NCSL","ARL 00B White U18 Boys NCSL","U18","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2006 Red U12 Boys NCSL","GRFL 06B White U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2002 U16 Boys NCSL","LAUR Lions U16 Boys NCSL","U16","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2007 white U11 Boys NCSL","SDor Barca '07 Elite U11 Boys NCSL","U11","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Freedom 2000 U18 Girls NCSL","LOUD 00G Black U18 Girls NCSL","U18","Girls","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 01 U17 Boys NCSL","ALEX 01 Boys Red U17 Boys NCSL","U17","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 2006 Red U12 Boys NCSL","LMVS Patriots 2006 NCSL White U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2000 U18 Boys NCSL","MCLN 2000 Boys White U18 Boys NCSL","U18","Boys","Falls Church HS Stadium"
"TAFC Team America Academy 2006 U12 Boys NCSL","SMS Scorpions Classic U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Freedom 2000 U18 Girls NCSL","FSCI Phoenix Orange U18 Girls U18 Girls NCSL","U18","Girls","Falls Church HS Stadium"
"TAFC Team America Spartans 2007 white U11 Boys NCSL","OLNY Rangers Blue U11 Boys NCSL","U11","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Academy 2005 U13 Boys NCSL","VYS United White U13 Boys NCSL","U13","Boys","Falls Church HS Stadium"
"TAFC Team America 2001 Wisterman USA U17 Boys NCSL","LMVS Patriots 2001 White U17 Boys NCSL","U17","Boys","Falls Church HS Rear Field - Turf"
"TAFC Team America Spartans 2000 U18 Boys NCSL","ALEX 00 Boys Red U18 Boys NCSL","U18","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2006 Red U12 Boys NCSL","FRED FC Frederick '06 Black U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 2003 U15 Boys NCSL","CYA 03B Black U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2007 white U11 Boys NCSL","ALEX 07 Boys White U11 Boys NCSL","U11","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America 2001 Wisterman USA U17 Boys NCSL","BAC Predators U17 Boys NCSL","U17","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Spartans 2003 U15 Boys NCSL","DCST White Metros U15 Boys NCSL","U15","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America All Stars 2003 U15 Boys NCSL","OLNY Rangers Red U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2002 U16 Boys NCSL","WIN United 02B Orange U16 Boys NCSL","U16","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2007 white U11 Boys NCSL","SEVP 2007 Boys Green U11 Boys NCSL","U11","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Academy 2006 U12 Boys NCSL","MSI MSC Academy 06 Green U12 Boys NCSL","U12","Boys","Plum Ctr ( old Edsall Park Ctr) RF #1"
"TAFC Team America Spartans 01 U17 Boys NCSL","STER FC Elite '01 Blackhawks U17 Boys NCSL","U17","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Bata 2003 U15 Boys NCSL","BSC Heat U15 Boys NCSL","U15","Boys","Ossian Hall Park RF #01 (turf)"
"TAFC Team America Bata 2003 U15 Boys NCSL","BRYC Elite Academy U15 Elite U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2003 U15 Boys NCSL","FRED FC Frederick '03 Royal II U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America All Stars 2003 U15 Boys NCSL","FRSA ROX 03B Blue U15 Boys NCSL","U15","Boys","Falls Church HS Stadium"
"TAFC Team America Spartans 2000 U18 Boys NCSL","MRM Rush '00B U18 Boys NCSL","U18","Boys","Falls Church HS Stadium"
"TAPK Takoma Pink Panthers U11 Girls NCSL","BETH Academy Green 07 U11 Girls NCSL","U11","Girls","William Tyler Page ES #1"
"TAPK Takoma Titans U15 Boys NCSL","VYS Spartans Black U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Xelaju U10 Boys NCSL","REST 08 Blue U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma Storm U10 Boys NCSL","REST 08 Green U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma Friends United U15 Boys NCSL","WIN United 03B Orange U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Galaxy U13 Boys NCSL","LAUR Lions U13 Boys NCSL","U13","Boys","Montgomery Blair HS"
"TAPK Takoma United U12 Girls NCSL","ABGC AUFC 06 Red U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Revolution Blue U11 Boys NCSL","ALEX 07 Boys White U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma Revolution White U11 Boys NCSL","DCST White Metros U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma Dreamers Juventus U12 Boys NCSL","TAPK Takoma United Black 06 U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma Diablos U18 Boys NCSL","CYA 00B Gold U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma Revolution White U11 Boys NCSL","WIN United 07B Orange U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Marvels U12 Girls NCSL","BAC Blast White U12 Girls NCSL","U12","Girls","William Tyler Page ES #1"
"TAPK Takoma United Blue U15 Boys NCSL","VYS Spartans Black U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Pink Panthers U11 Girls NCSL","MSI MSC Academy White U11 Girls NCSL","U11","Girls","Fairland Center"
"TAPK Takoma Friends United U15 Boys NCSL","BRYC Elite Academy U15 Elite U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Titans U15 Boys NCSL","ALEX 03 Boys White U15 Boys NCSL","U15","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Xelaju U10 Boys NCSL","VYS '08B Black U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma United U12 Girls NCSL","VYS 06G Black U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Dreamers Lyons U13 Boys NCSL","TSC PSG U13 Boys NCSL","U13","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Galaxy U13 Boys NCSL","FWSA ES Aspirantes U13 Boys NCSL","U13","Boys","Montgomery Blair HS"
"TAPK Takoma Storm U10 Boys NCSL","VYS '08B Red U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma Dreamers Napoly U11 Boys NCSL","OLNY Rangers White U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Ambush U18 Boys NCSL","LOUD 00B White U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
